"","Response.ID","Comments"
"945","rxEBCb5D","I would need to see the final numbers on the cost of the facility before I commit to saying yes to a tax increase."
"946","SkDTAHdk","My bottom line...can we afford this? Many people cannot afford increased taxes, cost of membership, price per swim, etc. I feel that people outside of Port Townsend city limits have an increased SAY and not let PT older residents who can afford this to sway the outcome.  Kids need swim lessons...perhaps basic facility would be best long run. Do we really need all the items on the wishlist!!! Also....expand the efforts of people in the county to take part in a survey. Not everyone stays on top of local news via digital access including email newsletters. Go BIG in availability via all churches, food banks, community centers, survey takers at grocery stores/Jefferson Healthcare clinic, etc. This is completely important...not to leave anyone out."
"947","xMkzMlXn",""
"948","30klAbU1",""
"949","m5C4WMhK",""
"950","LrCiueNd","Jefferson County is large and mostly pretty rural. It takes more than two hours to Port Hadlock from some places. This facility is not likely to draw users from very far. It seems to me that residents who will get little or no benefit are being asked to pay for it on a county level. Let incorporated areas close to it who wish to have its benefit pay for it through their property taxes."
"951","mcCiSx30",""
"952","a3B68Qyp",""
"953","N9C4eJAm",""
"954","uqC4gmZx",""
"955","BeDTBJyb","I hope it happens before I croak."
"956","gRkw2xG7","Building in Port Hadlock is much better than Port Townsend"
"957","XJB6oOJq","I am happy to hear it would be in Hadlock instead of port townsend, seems like it would get a lot of use"
"958","8pB6Ogls","I am also in support of providing diversity to communities who might not swim access to adult swim classes for BIPOC community adults. As an aquatic bodywork practitioner I would be interested in renting the therapy  pool to see clients one day a week. I am a pool user and love to swim workout be in water  for exercise and relaxation this is very important to me and my family."
"959","E9fyKG33",""
"960","FNB6hZTc",""
"961","IQCiw8TM","Let's do it!"
"962","4HEBlbxr",""
"963","zbB6HIyJ",""
"964","qoB6PSig","The facility needs to have private areas like locker rooms and bathrooms that can accommodate all users and prevent confrontations like the one the YMCA has recently been involved in."
"965","AkCYnFO8",""
"966","6QCi9iSz",""
"967","0RDTMWEE","Good luck! :)"
"968","UBCYdlLk",""
"969","CjCYo3vw",""
"970","SEC4MzL6","Explain more why the current swimming pool in Port Townsend is not adequate"
"971","pef5uShx",""
"972","zdCiWqB8",""
"973","nHCKCcDf","pro kids in jeff co!"
"974","wWCipRAI","This idea is not sustainable and by design will be running at a deficit. It excludes the poorest residents of the county by design.  I would prefer multiple small facilities distributed around the county to address the diverse needs of the county."
"975","OyC4GWTS","I would like to see increased bus or van service to south county. Currently you can catch the bus early in the morning then late in the evening if you cannot drive yourself. Increasing the trips made between Brinnon/Quilcene and Port Townsend would generally increase the number of times I visit Port Townsend and spend money there. It shouldn't require an entire day of staying in P.T. just to take advantage of public transportation."
"976","WkB6VVNS",""
"977","CVCKLNC7",""
"978","Wok8hsB6",""
"979","0pCYHcJt","I would hope it’s location would coincide with a bus route and or a new bus stop.  While I don’t usually use the bus it’s be neat if it lined up easily for tween/teens to get to from PT."
"980","5CfIOqPc",""
"981","lIDTyrBg","Keep it simple…just a pool.  As inexpensive to build and maintain as possible."
"982","v0CigBqZ","Fix the pool in Port Townsend before proposing a new pool elsewhere!"
"983","hnCKEtKZ","It is very needed  It my youth. The pool gave me something to do to keep me out of trouble. It also gave me a sport that was low impact, was good for nearly every muscle in my body . It was also a team & an individual sport . I can still swim in my senior years to stay fit.   It’s also great in the winter months when it’s dark and cold outside.  I would be happy to volunteer in the winter as a life guard or to give swim lessons if needed"
"984","33B6z0yN","Jefferson County has many pressing issues to address, and a pool should be the lowest priority. With the cost of goods already unaffordable, adding more sales taxes for a project with limited public benefit is not the right approach."
"985","LjCYPvXx",""
"986","CLCi4Jn3","My concern is that there is not information, at least not easily accessible to the public that shows any thorough planning on the longevity of maintaining a new pool.  I feel that applying more financial burden in a county that already has a relatively high sales tax will only make life harder for lower income residents. While I can understand the community benefit of a pool space I do not believe this these will outweigh the  negative impact on our local economy. If the pool space generates income to the county, I do not believe it will flow back toward the lower income residents who will be sacrificing more intrinsically for the space.  What is the point in adding a resource if it will put the highest burden on those who lack resources? It seems to cater to the wealthy, rather than the community.  Ultimately, my decision to vote NO against the pool tax is a lack of information that will allow me to trust that the pool space will be properly maintained, managed, utilized or any assurance that in any unforeseen case of closure that the new space will continue to be utilized.  I see very little forethought represented aside from how much it will cost, it seems like a silly idea to me without information that shows a plan beyond building.  More information about how the space will be managed and taken care of needs to be provided to the public."
