Response.ID,Comments
gfDT7hKK,"This county is divided into three segments the rich the poor and the elderly. The current pool in PT mostly caters to the old who have time in the morning or afternoon to use the facilities. The youth have almost been completely eliminated  from using pool cause of limited hours of operation. Also young families with infant or toddlers can’t access the pool after working hours cause of staffing shortages. I personally don’t give two shits if the pool gets built if my kid doesn’t  get the opportunity to use it, after we the working class get off of work.  With that being said I would tread lightly with the idea of building a giant aquatic center. Not everybody in this community is rich and our a trust fund baby, many of us are working class and with the rising cost of amenities food and future county and PT road tax not to mention the 2019 IDD levy that was passed. Pockets aren’t as deep as they once were."
FoCKHHhD,"I'm so excited about this potential pool and center! I hope this happens!!! My husband and I are planning to be foster caregivers, and so this space will be especially useful for us!"
nNEB9UUG,In reality I would rather see aging infrastructure repaired such as the sewer pipes in PT and aging waterlines from the reservoir before starting a project like this. But I support what the majority chooses
2MCiqNDG,"Having access to showers and a gym for lifting weights and cardio would be absolutely amazing. I would also love to participate in dance classes for adults! This would be an amazing resource and even though I don’t have kids and only answered for myself, my friends have had a horrible time trying to access affordable childcare that takes state vouchers. It would be awesome if those kinds of programs were part of the facility r adjacent to them."
JjkER0J7,"It appears someone wants a new aquatic facility just not south county. Why force it on people just carve out south of the 104. Have that portion of the population that what use of the facility, pay a higher out of district fee."
BkB6XVZv,"Two pools is critical. One warm for water walking and therapy and one cool for lap swimming. The current pool is too cold for one group and too hot for the other and no one is happy. I currently think it is WAY to warm and find it deeply off-putting, but know the opposite is true for water walkers."
lSB675rh,"I would have liked to have seen a ""once a month"" option on the how often would you use the facility.  I do support the idea of this center in Chimacum. I especially like the idea of it being configured for more uses along with the pool."
CvCYX7CS,If there was a bouldering wall I would go there all the time!!!! What an amazing opportunity to pair up another type of recreation that is not currently available in Jeffco
GzCKid05,This is much needed! Hope it happens soon
gACij8lP,"I would love to have an aquatic space that works for lots of people the community. While I do not have children, I do want them to have a safe multipurpose space. I love the idea of having things other than water activities. I can imagine myself Going there weekly and if it’s a great space, I could potentially use it more."
rsDTniUK,I would like this center to be designed especially for young people.  There aren't enough healthy activities for them in Jefferson county.
dxCizwqv,Don't make it cheap and shitty.
1mfUgd7E,I’m so excited this is being planned for port hadlock! We need more community resources like this south of PT.
Sfk5Wd6C,Need to have family  Membership
