"","Response.ID","IP.address","User.agent","Response.status","Survey.URL","Start.time","Completion.time","Time.taken","Collector","JeffCo.resident","City.area","Age","Under7","Age7_12","Age13_18","Age19_34","Age35_54","Age55-64","Age65_74","Age75_older","RateNewPoolImportance","Under7_Non.swimmer","Under7_Beginner","Under7_Intermediate","Under7_Advanced","Age7_12_Non.swimmer","Age7_12_Beginner","Age7_12_Intermediate","Age7_12_Advanced","Age13_18_Non.swimmer","Age13_18_Beginner","Age13_18_Intermediate","Age13_18_Advanced","Age19_34_Non.swimmer","Age19_34_Beginner","Age19_34_Intermediate","Age19_34_Advanced","Age35_54_Non.swimmer","Age35_54_Beginner","Age35_54_Intermediate","Age35_54_Advanced","Age55-64_Non.swimmer","Age55-64_Beginner","Age55-64_Intermediate","Age55-64_Advanced","Age65_74_Non.swimmer","Age65_74_Beginner","Age65_74_Intermediate","Age65_74_Advanced","Age75_older_Non.swimmer","Age75_older_Beginner","Age75_older_Intermediate","Age75_older_Advanced","UsedAquaticsPast2Years","WhichAquaticFacilities","FacilityUsageRate","AquaAmenities_LapSwimming","AquaAmenities_OpenSwim","AquaAmenities_YouthLessons","AquaAmenities_AdultLessons","AquaAmenities_CompetitiveSwim","AquaAmenities_LifeguardTrain","AquaAmenities_Aerobics","AquaAmenities_SyncroSwim","AquaAmenities_SportsLeagues","AquaAmenities_SafetyTrain","AquaAmenities_Therapeutic","AquaAmenities_PartyRental","AquaAmenities_ParentChild","AquaAmenities_Sauna","AquaAmenities_HotTub","AquaAmenities_PublicShower","AquaAmenities_OutdoorPool","AquaAmenities_SplashPark","AquaAmenities_UsageRate","RecAmenities_AfterschoolCamps","RecAmenities_Preschool","RecAmenities_Childcare","RecAmenities_Playgroups","RecAmenities_FitnessClass","RecAmenities_PhysTherapy","RecAmenities_EventSpace","RecAmenities_WellnessClass","RecAmenities_Kitchen","RecAmenities_Cafe","RecAmenities_Gym","RecAmenities_OutPickleball","RecAmenities_InPickleball","RecAmenities_RockClimb","RecAmenities_TeenFit","RecAmenities_TeenCenter","RecAmenities_UsageRate","TaxSupport","Comments"
"1230","tFC4FlZA","174.215.113.91","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/8/2025 8:47","2/8/2025 8:54","7 mins 17 secs ","Pool Support and Amenities","Yes, I live here full-time","Chimacum","35-54","2","","","","","","","","Very important",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","","More than once a week","Very likely","","","","","","","","","","","","","Very likely","Very likely","Very likely","","","More than once a week","Not likely","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Not likely","Very likely","Very likely","Not likely","Not likely","Not likely","Several times a month","Yes",""
"1231","0BCYX66V","24.113.171.232","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/22B91 [FBAN/FBIOS;FBAV/499.0.0.53.105;FBBV/693867054;FBDV/iPhone14,5;FBMD/iPhone;FBSN/iOS;FBSV/18.1.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?fbclid=IwZXh0bgNhZW0CMTEAAR0vxpXhEzl30Pat1dxZ6OyakXOtV_nRwrJPuzETV_Sko7d71SURy_-fKNI_aem_4ngEjoxpFFC2p3leMEDnYw&lang=en","2/8/2025 8:57","2/8/2025 9:04","6 mins 44 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Hadlock-Irondale","35-54","1","","","1","1","","","","Very important",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","","Don't use an aquatic facility","Very likely","Very likely","Very likely","Not likely","Somewhat likely","Somewhat likely","Not likely","Not likely","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Very likely","Very likely","Very likely","Very likely","Very likely","Very likely","More than once a week","Very likely","Very likely","Very likely","Very likely","Somewhat likely","Somewhat likely","Very likely","Somewhat likely","Somewhat likely","Very likely","Very likely","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","More than once a week","Yes",""
"1232","rIB6mEmb","24.113.174.249","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Safari/605.1.15","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/8/2025 9:00","2/8/2025 9:06","6 mins 47 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Ludlow","55-64","","","","","","2","","","Not important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","","Don't use an aquatic facility","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","No","Not at all interested in paying for this."
"1233","FpDTlMRK","98.97.41.7","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","PARTIAL","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/8/2025 9:06","2/8/2025 10:11","1 hr 5 mins 1 sec ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (outside the city limits)","75+","","","","","","","","","Not important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","Never","","","","","","","","","","","","","","","","","Never","No",""
"1234","4OB6tJej","172.56.106.246","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/8/2025 9:11","2/8/2025 9:20","8 mins 55 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Ludlow","65-74","","","","","1","","2","","Not important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"Yes","Private/HOA pool (e.g. Port Ludlow, Cape George, Kala Point)","Less than once a month","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","No","I am opposed.  I am already assessed to support 2 pools in my HOA. stop raising taxes! Trimming the county budget downward is a better idea."
"1235","p7k0Li11","24.113.172.38","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/8/2025 9:12","2/8/2025 9:20","7 mins 18 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Ludlow","75+","","","","","","","","2","Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,"Yes","Sequim Y,Private/HOA pool (e.g. Port Ludlow, Cape George, Kala Point)","More than once a week","Very likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Not likely","Not likely","Somewhat likely","Very likely","Very likely","Not likely","Not likely","More than once a week","Not likely","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Not likely","Somewhat likely","Not likely","Not likely","Not likely","Very likely","Very likely","Not likely","Not likely","Not likely","Several times a month","Yes",""
"1236","LtB6qmpu","24.113.164.52","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 Edg/132.0.0.0","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/8/2025 9:22","2/8/2025 9:36","13 mins 56 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Ludlow","75+","","","","","","","","2","Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"Yes","Port Angeles SHORE Aquatic Center,Private/HOA pool (e.g. Port Ludlow, Cape George, Kala Point)","Several times a month","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Less than once a month","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Less than once a month","Yes","It's important for the schools and the county to have access to a quality facility. We live in the North Bay area of Port Ludlow and are blessed with 2 pools. We will gladly support a pool in the Port Hadlock area. Thank you, Adele Govert and Dean Morgan"
"1237","fIEBVuDg","24.113.154.25","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/8/2025 10:08","2/8/2025 10:13","4 mins 49 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (within city limits)","75+","","","","","","","1","1","Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,NA,NA,NA,"No","","Don't use an aquatic facility","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","Yes","This is so important for the young families in our area"
"1238","yyB6uLWD","24.113.209.250","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:135.0) Gecko/20100101 Firefox/135.0","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/8/2025 10:13","2/8/2025 10:19","5 mins 11 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Ludlow","65-74","","","","","","","1","","Somewhat important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"No","","Don't use an aquatic facility","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Less than once a month","No",""
"1239","6SCi249U","24.113.131.222","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:135.0) Gecko/20100101 Firefox/135.0","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/8/2025 10:15","2/8/2025 10:28","13 mins 25 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Ludlow","65-74","","","","","","1","1","","Somewhat important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,"Yes","Private/HOA pool (e.g. Port Ludlow, Cape George, Kala Point)","More than once a week","Very likely","","","","","","","","","","","","","","","Very likely","","","Several times a month","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","Yes","Need to look at population dynamics - Jeffco is over 60% older folks greater than 60. 16% may be less than 20. It does not look like this will change. We are the 7th oldest county in the US and first in WA. Look at uses that are more relevant to older people. If you support younger people, what is the cost per person? Meeting school requirements is fine but going into other functions for an aquatic facility is a detraction. Is the purpose to provide a rec center for the Triarea? If so say that is a purpose. However I believe that if you go in this direction you will detract from support for just an aquatic center. I believe there are other places that people can go to get many of the services you list here. There are extensive sport facilities and a rec center in Quilcene. There is a rec center in Chimacum Park (or at least a meeting area). There are numerous sports fields where pickleball courts could be built (Bates, HG Carroll) and there are pickleball courts at the Courthouse. Will a climbing wall benefit retired folks? Won't ownership by an org other than Parks and Rec confuse things? The bottom line - I will support an aquatic center for swimming. I won't support a recreation facility that tries to appeal to everyone - we already have that."
"1240","hOkrSaKq","24.113.164.6","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/8/2025 10:48","2/8/2025 11:01","12 mins 24 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (within city limits)","65-74","","","","","","","1","1","Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,"Yes","Other (Please specify) - ymca outside of Jefferson Co. We have not used the PT pool due to the maintenance and size issues","Don't use an aquatic facility","Very likely","","","","","","Very likely","","","Very likely","","","","Very likely","","","","","More than once a week","Not likely","Not likely","Not likely","Not likely","Very likely","Somewhat likely","Somewhat likely","Very likely","Not likely","Somewhat likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Not likely","Several times a month","Yes","Although our family would not participate in youth activities, we do think they are important to the needs of a diverse community. We are curious to know what the future plans are for the Mountain View Pool facility if the new aquatics center is built."
"1241","U6fS6OMM","174.231.134.133","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/134.1  Mobile/15E148 Safari/605.1.15","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/8/2025 10:55","2/8/2025 11:00","4 mins 23 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (within city limits)","35-54","1","0","0","0","2","0","0","0","Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Port Angeles SHORE Aquatic Center,Port Townsend Y/Mountain View Pool","More than once a week","Somewhat likely","Very likely","Very likely","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Not likely","Not likely","Somewhat likely","Not likely","Somewhat likely","Very likely","Very likely","Very likely","Very likely","Somewhat likely","Very likely","Several times a month","Very likely","Somewhat likely","Very likely","Not likely","Not likely","Somewhat likely","Not likely","Somewhat likely","Not likely","Very likely","Somewhat likely","Not likely","Not likely","Very likely","Very likely","Very likely","Less than once a month","Yes",""
"1242","kiDT8dqn","65.102.114.149","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6.1 Safari/605.1.15","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/8/2025 11:41","2/8/2025 11:55","13 mins 37 secs ","Pool Support and Amenities","Yes, I live here full-time","Chimacum","65-74","0","0","0","0","1","0","1","0","Somewhat important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,"I don't know","","Don't use an aquatic facility","Not likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Not likely","Somewhat likely","Not likely","Less than once a month","Not likely","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Not likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Less than once a month","Yes","You need to give a rough estimate of what additional add-ons to pool  (sauna, rock wall, community kitchen etc) would cost so people could decide if those things are worth the additional cost (building cost, staffing costs etc) before they say they want them.  Will the cost of using a rock wall put it out of reach of people who have said they want it.  I can't use the current pool because the fees are too high."
"1243","KcC4HY9I","67.40.13.178","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:135.0) Gecko/20100101 Firefox/135.0","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/8/2025 12:14","2/8/2025 12:22","7 mins 30 secs ","Pool Support and Amenities","Yes, I live here full-time","Chimacum","65-74","","","","","","","2","","Somewhat important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,"No","","Don't use an aquatic facility","Very likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Not likely","Somewhat likely","Very likely","Very likely","Not likely","Not likely","Not likely","More than once a week","Not likely","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Less than once a month","Yes","I would highly object to building a pool with public funds then having it run by the YMCA.  I believe that would be a misuse of public funds for a private organizations gain. The Y took over the Sequim Aquatic center and raised the rates, which are significantly higher than at the Port Angeles pool.  If the pool is built with public funds, it should be run by the county."
"1244","MNCidq3l","97.113.8.29","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:134.0) Gecko/20100101 Firefox/134.0","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/8/2025 13:19","2/8/2025 13:28","8 mins 13 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (outside the city limits)","75+","","","","","","","","2","Somewhat important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,"No","","Don't use an aquatic facility","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Not likely","Not likely","Less than once a month","I don't know/need more information",""
