"","Response.ID","IP.address","User.agent","Response.status","Survey.URL","Start.time","Completion.time","Time.taken","Collector","JeffCo.resident","City.area","Age","Under7","7_12","13_18","19_34","35_54","55-64","65_74","75_older","RateNewPoolImportance","Under7_Non.swimmer","Under7_Beginner","Under7_Intermediate","Under7_Advanced","7_12_Non.swimmer","7_12_Beginner","7_12_Intermediate","7_12_Advanced","13_18_Non.swimmer","13_18_Beginner","13_18_Intermediate","13_18_Advanced","19_34_Non.swimmer","19_34_Beginner","19_34_Intermediate","19_34_Advanced","35_54_Non.swimmer","35_54_Beginner","35_54_Intermediate","35_54_Advanced","55-64_Non.swimmer","55-64_Beginner","55-64_Intermediate","55-64_Advanced","65_74_Non.swimmer","65_74_Beginner","65_74_Intermediate","65_74_Advanced","75_older_Non.swimmer","75_older_Beginner","75_older_Intermediate","75_older_Advanced","UsedAquaticsPast2Years","WhichAquaticFacilities","FacilityUsageRate","AquaAmenities_LapSwimming","AquaAmenities_OpenSwim","AquaAmenities_YouthLessons","AquaAmenities_AdultLessons","AquaAmenities_CompetitiveSwim","AquaAmenities_LifeguardTrain","AquaAmenities_Aerobics","AquaAmenities_SyncroSwim","AquaAmenities_SportsLeagues","AquaAmenities_SafetyTrain","AquaAmenities_Therapeutic","AquaAmenities_PartyRental","AquaAmenities_ParentChild","AquaAmenities_Sauna","AquaAmenities_HotTub","AquaAmenities_PublicShower","AquaAmenities_OutdoorPool","AquaAmenities_SplashPark","AquaAmenities_UsageRate","RecAmenities_AfterschoolCamps","RecAmenities_Preschool","RecAmenities_Childcare","RecAmenities_Playgroups","RecAmenities_FitnessClass","RecAmenities_PhysTherapy","RecAmenities_EventSpace","RecAmenities_WellnessClass","RecAmenities_Kitchen","RecAmenities_Cafe","RecAmenities_Gym","RecAmenities_OutPickleball","RecAmenities_InPickleball","RecAmenities_RockClimb","RecAmenities_TeenFit","RecAmenities_TeenCenter","RecAmenities_UsageRate","TaxSupport","Comments"
"1911","VmEBPaq8","24.113.151.154","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1","PARTIAL","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/19/2025 8:24","2/19/2025 8:27","3 mins 34 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (within city limits)","55-64","0","0","0","0","0","2","0","0","Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Other (Please specify) - Previous town out of state","Don't use an aquatic facility","Very likely","","","","","","Very likely","","","","","","","","","Somewhat likely","Not likely","Not likely","More than once a week","","","","","","","","","","","","","","","","","","",""
"1929","sIDTLRpz","24.113.169.100","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/19/2025 13:00","2/19/2025 13:12","12 mins 2 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (within city limits)","55-64","","","","","","1","1","","Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,5,NA,NA,NA,NA,"Yes","Other (Please specify) - Hotel pools and lake swimming","Less than once a month","Very likely","Very likely","","","Somewhat likely","","Very likely","","","Very likely","Very likely","","","Very likely","Very likely","Very likely","Somewhat likely","Somewhat likely","More than once a week","","","","","Very likely","","","","","Somewhat likely","","Somewhat likely","Somewhat likely","Somewhat likely","","","Several times a month","Yes","I like the Silverdale Y with the lap pool and the zero entry/lazy river pool separate. I like the Bremerton Y pool and the PT pool because they have bleacher/seating area for viewing lessons/swim events.  An inside gym and outside play area would also be welcome but in a difficult funding environment I think it best to focus on the pool facilities and make the building plans flexible enough for future additions/expansions into other uses."
"1946","SnC4UxbP","98.97.38.184","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/133.0.6943.84 Mobile/15E148 Safari/604.1","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/19/2025 17:51","2/19/2025 18:00","8 mins 57 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (outside the city limits)","55-64","","","","","","2","","","Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Other (Please specify) - Trail BC","More than once a week","Very likely","Somewhat likely","Not likely","Not likely","Somewhat likely","Not likely","Somewhat likely","Not likely","Not likely","Somewhat likely","Somewhat likely","Not likely","Not likely","Very likely","Very likely","Very likely","Somewhat likely","Very likely","More than once a week","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Somewhat likely","Somewhat likely","Not likely","Not likely","Very likely","Somewhat likely","Very likely","Very likely","Very likely","Not likely","Not likely","Several times a month","Yes","Do it. It is important to the community."
"1985","Ovka2qtE","187.170.213.162","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/20/2025 13:13","2/20/2025 13:20","7 mins 42 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (within city limits)","65-74","","","","","2","","","","Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Other (Please specify) - Point Richmond, CA","Don't use an aquatic facility","Very likely","Not likely","Not likely","Not likely","Not likely","Not likely","Somewhat likely","","Not likely","Not likely","Somewhat likely","Not likely","Not likely","Very likely","Very likely","Very likely","Somewhat likely","Not likely","Less than once a month","Not likely","Not likely","Not likely","Not likely","Very likely","Not likely","Not likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","I don't know/need more information","Would be happy to pay a tax but not quite so much. I love the idea of a pool. I do appreciate the current location. If there was a pool, I’d be more inclined to use it."
"1994","ZgB6IY6q","50.47.223.115","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/133.0.6943.84 Mobile/15E148 Safari/604.1","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/20/2025 16:48","2/20/2025 16:54","6 mins 29 secs ","Pool Support and Amenities","Yes, I live here part-time","Port Townsend (within city limits)","55-64","","","","","","2","","","Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Other (Please specify) - Wyndham Resorts Port Townsend. YMCA Bothell","Less than once a month","Somewhat likely","Very likely","Very likely","Not likely","Not likely","Somewhat likely","Somewhat likely","Not likely","Not likely","Not likely","Very likely","Somewhat likely","Somewhat likely","Very likely","Very likely","Somewhat likely","Somewhat likely","Very likely","Several times a month","Very likely","Not likely","Not likely","Somewhat likely","Very likely","Very likely","Somewhat likely","Very likely","Very likely","Very likely","Very likely","Very likely","Very likely","Not likely","Not likely","Somewhat likely","Several times a month","Yes",""
"2001","nafVPh5w","166.198.252.142","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/20/2025 21:14","2/20/2025 21:20","5 mins 21 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Hadlock-Irondale","35-54","1","","","","","","","","Very important",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Other (Please specify) - Out of state","Don't use an aquatic facility","Somewhat likely","Very likely","Not likely","Somewhat likely","Not likely","Not likely","Very likely","Not likely","Somewhat likely","Somewhat likely","Somewhat likely","Not likely","Not likely","Very likely","Very likely","Somewhat likely","Not likely","Somewhat likely","More than once a week","Not likely","Not likely","Not likely","Not likely","Very likely","Somewhat likely","Very likely","Very likely","Somewhat likely","Very likely","Somewhat likely","Somewhat likely","Somewhat likely","Somewhat likely","Not likely","Not likely","More than once a week","Yes",""
"2018","BPCKvg0k","172.56.104.101","Mozilla/5.0 (Linux; Android 13; SM-A136U Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/133.0.6943.121 Mobile Safari/537.36 [FB_IAB/FB4A;FBAV/486.0.0.66.70;IABMV/1;]","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/21/2025 13:21","2/21/2025 13:29","8 mins 23 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Ludlow","65-74","","","","","","","2","","Not important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"Yes","Other (Please specify) - Banger naval base pool","Less than once a month","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Never","No",""
"2020","HUkbwglw","66.75.1.99","Mozilla/5.0 (iPad; CPU OS 12_5_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/21/2025 15:04","2/21/2025 15:10","6 mins 8 secs ","Pool Support and Amenities","Yes, I live here part-time","Port Townsend (within city limits)","75+","","","","","","","1","1","Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,"Yes","Other (Please specify) - Equinox gym","Several times a month","Very likely","","","","","","","","","","Very likely","","","","Very likely","","","","Several times a month","","","","","","","","Somewhat likely","","","","","","","","","Several times a month","Yes","Sad to not have easy access to pool"
"2029","OdCi5UNn","24.113.155.167","Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/21/2025 20:30","2/21/2025 20:37","7 mins 31 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (within city limits)","35-54","2","","","","2","","","","Somewhat important",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Other (Please specify) - Bellingham YMCA","Less than once a month","Not likely","Very likely","Very likely","Not likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Not likely","Very likely","Not likely","Very likely","Very likely","Not likely","Not likely","Not likely","Several times a month","Very likely","Not likely","Somewhat likely","Somewhat likely","Very likely","Very likely","Very likely","Very likely","Not likely","Not likely","Very likely","Not likely","Somewhat likely","Very likely","Not likely","Very likely","Several times a month","Yes","With two kids in elementary school, I would absolutely love to see a new rec center. I grew up in the Lynnwood/Edmonds area and the rec center truly was a centerpoint of my youth and I think this would play a huge part in the lives of kids and adults in our area."
"2045","WHB6dJiy","97.113.47.123","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:135.0) Gecko/20100101 Firefox/135.0","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/22/2025 13:14","2/22/2025 13:24","9 mins 19 secs ","Pool Support and Amenities","Yes, I live here full-time","Marrowstone","65-74","2","","","","","","","","Somewhat important",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Other (Please specify) - various hotels","Less than once a month","Somewhat likely","Somewhat likely","Not likely","Somewhat likely","Not likely","Not likely","Somewhat likely","Not likely","Not likely","Somewhat likely","Very likely","Not likely","Not likely","Very likely","Very likely","Not likely","Somewhat likely","Not likely","More than once a week","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Somewhat likely","Not likely","Somewhat likely","Not likely","Not likely","Not likely","Somewhat likely","Somewhat likely","Not likely","Not likely","Not likely","More than once a week","Yes",""
"2066","FODTfQeM","174.215.113.231","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/22/2025 18:22","2/22/2025 18:31","9 mins 2 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Hadlock-Irondale","65-74","","","","","","","2","","Somewhat important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"Yes","Other (Please specify) - Resorts","Don't use an aquatic facility","Very likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Very likely","Very likely","Not likely","Not likely","More than once a week","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Not likely","More than once a week","Yes",""
"2075","bhCiVgoA","24.113.175.111","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/22/2025 22:14","2/22/2025 22:22","8 mins 17 secs ","Pool Support and Amenities","Yes, I live here full-time","Port Townsend (within city limits)","35-54","1","","","","1","","","","Very important",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Other (Please specify) - In New York","Several times a month","Very likely","Very likely","Very likely","Very likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Not likely","Very likely","Somewhat likely","Very likely","Very likely","Very likely","Very likely","Somewhat likely","Very likely","Several times a month","Very likely","Very likely","Very likely","Very likely","Very likely","Somewhat likely","Not likely","Very likely","Not likely","Somewhat likely","Somewhat likely","Not likely","Not likely","Very likely","Not likely","Not likely","Several times a month","Yes",""
"2113","OwB6SrCN","24.20.141.86","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.3 Mobile/15E148 Safari/604.1","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/24/2025 7:58","2/24/2025 8:04","5 mins 37 secs ","Pool Support and Amenities","Yes, I live here part-time","Port Townsend (within city limits)","55-64","","","","","","2","","","Very important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Other (Please specify)","More than once a week","Not likely","","","","Very likely","","Very likely","","","Very likely","Very likely","","","Very likely","Very likely","Very likely","Somewhat likely","Not likely","More than once a week","","","","","Very likely","Very likely","","Very likely","Very likely","Very likely","Very likely","","Very likely","Very likely","","","More than once a week","Yes","it’s absurd that there is NOTHING of quality in terms of an “aquatic center” to aid in resident preparedness in water sports and wellness of ALL citizens. People need to make a decision and integrate taxes to make it happen!!! Wayyyy overdue!"
"2120","m1DT2KMB","172.56.108.61","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:135.0) Gecko/20100101 Firefox/135.0","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/24/2025 9:56","2/24/2025 10:19","22 mins 20 secs ","Pool Support and Amenities","Yes, I live here full-time","Chimacum","65-74","","","","","","","1","","No opinion/more information needed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"Yes","Other (Please specify) - Currents Aquatic Center, Missoula, MT","Less than once a month","Very likely","Somewhat likely","Not likely","Somewhat likely","Not likely","Not likely","Somewhat likely","Not likely","Somewhat likely","Somewhat likely","Somewhat likely","Not likely","Not likely","Very likely","Very likely","Very likely","Not likely","Not likely","Several times a month","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Somewhat likely","Not likely","Somewhat likely","Not likely","Somewhat likely","Somewhat likely","Not likely","Not likely","Not likely","Not likely","Not likely","Several times a month","I don't know/need more information","I would only be able to use the facility were it salt water/UV, etc., sanitized. Breathing and bathing in chlorine is injurious to my health.  May very well be injurious to everyone, even if tolerated."
"2128","mHB6JLLV","209.166.87.82","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Safari/605.1.15","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/24/2025 11:29","2/24/2025 11:42","13 mins 48 secs ","Pool Support and Amenities","Yes, I live here full-time","Marrowstone","75+","","","","","","","","1","Somewhat important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"Yes","Other (Please specify) - Hotel","Less than once a month","Very likely","Somewhat likely","Not likely","Somewhat likely","Not likely","Very likely","Not likely","Not likely","Not likely","Very likely","Very likely","Not likely","Not likely","Very likely","Very likely","Very likely","Not likely","Not likely","Several times a month","Not likely","Not likely","Not likely","Not likely","Somewhat likely","Very likely","Somewhat likely","Somewhat likely","Not likely","Not likely","Not likely","Somewhat likely","Very likely","Not likely","Not likely","Not likely","Several times a month","I don't know/need more information","I like the location plan. In my mind it should be a large enough pool area to hold competitions, thereby encouraging multi-county sports and additional revenue. Locker facilities should allow monthly rentals for regular users."
"2146","UHDT4exw","97.126.124.127","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:135.0) Gecko/20100101 Firefox/135.0","COMPLETED","https://survey.zohopublic.com/zs/7rClYe?lang=en","2/24/2025 16:42","2/24/2025 17:29","46 mins 26 secs ","Pool Support and Amenities","Yes, I live here full-time","Discovery Bay","65-74","","","","","","","2","","Somewhat important",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"Yes","Other (Please specify) - hotel","Less than once a month","Not likely","Very likely","Somewhat likely","Not likely","","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Very likely","Very likely","Very likely","Very likely","Not likely","Several times a month","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Not likely","Less than once a month","Yes",""
